Date,High,Low,Open,Close,Volume,Adj Close
2019-03-12,47.75,47.25,47.5,47.25,34074500.0,41.77006912231445
2019-03-13,47.75,46.75,47.25,47.75,50919200.0,42.21208190917969
2019-03-14,48.5,47.75,48.0,48.0,47689700.0,42.43309020996094
2019-03-15,48.5,47.75,48.25,48.25,67054000.0,42.65409469604492
2019-03-18,48.5,47.5,48.25,47.75,50423100.0,42.21208190917969
2019-03-19,48.75,47.75,47.75,48.5,40416300.0,42.875099182128906
2019-03-20,48.75,48.0,48.5,48.25,37376700.0,42.65409469604492
2019-03-21,48.75,48.25,48.25,48.25,47539000.0,42.65409469604492
2019-03-22,49.25,48.5,48.75,48.75,46427000.0,43.096099853515625
2019-03-25,48.5,47.5,48.25,47.75,75544200.0,42.21208190917969
2019-03-26,48.25,47.5,48.0,48.0,48308300.0,42.43309020996094
2019-03-27,48.0,47.25,47.75,47.5,59392600.0,41.99107360839844
2019-03-28,47.75,47.0,47.25,47.5,45521900.0,41.99107360839844
2019-03-29,48.0,47.5,47.75,48.0,31394100.0,42.43309020996094
2019-04-01,48.5,48.0,48.25,48.0,42727400.0,42.43309020996094
2019-04-02,48.5,48.0,48.25,48.0,34675200.0,42.43309020996094
2019-04-03,48.5,47.75,48.25,48.25,62638000.0,42.65409469604492
2019-04-04,48.25,47.75,48.25,48.0,26875900.0,42.43309020996094
2019-04-05,48.25,47.5,48.0,47.75,28256400.0,42.21208190917969
2019-04-09,48.25,47.75,47.75,48.0,41015400.0,42.43309020996094
2019-04-10,48.5,48.0,48.0,48.25,47147000.0,42.65409469604492
2019-04-11,48.5,48.0,48.25,48.25,21735500.0,42.65409469604492
2019-04-12,48.5,48.0,48.25,48.0,20434800.0,42.43309020996094
2019-04-17,48.75,48.0,48.25,48.5,80575800.0,42.875099182128906
2019-04-18,48.75,48.25,48.75,48.75,26839600.0,43.096099853515625
2019-04-19,48.75,48.5,48.5,48.5,9213100.0,42.875099182128906
2019-04-22,49.5,48.5,48.5,49.25,85567700.0,43.53811264038086
2019-04-23,50.0,49.25,49.25,49.5,59826300.0,43.759117126464844
2019-04-24,50.25,49.5,50.0,49.5,66025200.0,43.759117126464844
2019-04-25,49.75,49.25,49.5,49.5,36027300.0,43.759117126464844
2019-04-26,49.75,49.0,49.75,49.25,42478000.0,43.53811264038086
2019-04-29,49.25,48.75,49.0,48.75,31093700.0,43.096099853515625
2019-04-30,49.25,48.5,49.0,48.75,36313700.0,43.096099853515625
2019-05-02,49.25,48.75,49.0,49.0,24142900.0,43.31711196899414
2019-05-03,49.5,48.75,49.0,49.25,34370400.0,43.53811264038086
2019-05-07,49.0,48.25,49.0,48.75,71380400.0,43.096099853515625
2019-05-08,48.5,48.0,48.5,48.0,60392200.0,42.43309020996094
2019-05-09,48.25,47.5,48.0,47.5,65309100.0,41.99107360839844
2019-05-10,48.0,47.5,47.75,47.75,39293800.0,42.21208190917969
2019-05-13,48.0,47.25,47.75,47.5,42830900.0,41.99107360839844
2019-05-14,47.75,47.0,47.25,47.25,53515100.0,41.77006912231445
2019-05-15,47.75,47.25,47.5,47.25,26120400.0,41.77006912231445
2019-05-16,47.5,47.0,47.25,47.0,38097800.0,41.54906463623047
2019-05-17,47.5,46.5,47.25,46.5,59669500.0,41.107059478759766
2019-05-21,46.75,46.25,46.5,46.25,63587200.0,40.886043548583984
2019-05-22,46.75,46.25,46.25,46.5,50385300.0,41.107059478759766
2019-05-23,46.5,45.75,46.25,45.75,32282200.0,40.444034576416016
2019-05-24,46.0,45.0,45.25,45.75,65756200.0,40.444034576416016
2019-05-27,46.75,46.0,46.0,46.25,25633000.0,40.886043548583984
2019-05-28,47.25,46.0,46.5,47.25,105796000.0,41.77006912231445
2019-05-29,47.0,46.5,47.0,46.5,32579800.0,41.107059478759766
2019-05-30,46.75,46.25,46.5,46.25,41340600.0,40.886043548583984
2019-05-31,46.75,46.0,46.25,46.25,38579900.0,40.886043548583984
2019-06-04,46.75,45.75,46.0,46.5,62919700.0,41.107059478759766
2019-06-05,47.25,46.75,47.0,47.0,41894200.0,41.54906463623047
2019-06-06,47.25,46.75,47.0,47.0,29504100.0,41.54906463623047
2019-06-07,47.25,46.75,47.25,47.0,31203700.0,41.54906463623047
2019-06-10,47.75,47.0,47.25,47.25,62287800.0,41.77006912231445
2019-06-11,47.75,47.25,47.25,47.5,53160200.0,41.99107360839844
2019-06-12,47.5,47.0,47.25,47.0,29206300.0,41.54906463623047
2019-06-13,47.0,46.5,46.75,47.0,53014500.0,41.54906463623047
2019-06-14,47.0,46.5,46.75,46.5,23853800.0,41.107059478759766
2019-06-17,47.0,46.5,46.75,46.5,29257600.0,41.107059478759766
2019-06-18,47.5,46.5,46.75,47.5,43570800.0,41.99107360839844
2019-06-19,48.5,47.75,47.75,48.0,96102900.0,42.43309020996094
2019-06-20,49.0,48.0,48.25,48.75,96692400.0,43.096099853515625
2019-06-21,49.5,48.5,49.25,49.0,101717200.0,43.31711196899414
2019-06-24,49.25,48.75,49.0,49.0,41335300.0,43.31711196899414
2019-06-25,49.25,48.25,49.0,48.75,63759000.0,43.096099853515625
2019-06-26,49.0,48.25,48.75,48.5,61454600.0,42.875099182128906
2019-06-27,49.0,48.5,48.75,48.75,41623900.0,43.096099853515625
2019-06-28,49.0,48.75,48.75,48.75,26162200.0,43.096099853515625
2019-07-01,49.5,49.0,49.5,49.5,52067800.0,43.759117126464844
2019-07-02,49.5,48.5,49.25,48.5,51490800.0,42.875099182128906
2019-07-03,48.5,48.0,48.5,48.25,44524800.0,42.65409469604492
2019-07-04,48.75,48.0,48.5,48.25,49509400.0,42.65409469604492
2019-07-05,48.5,48.0,48.25,48.25,20907100.0,42.65409469604492
2019-07-08,48.25,48.0,48.0,48.25,12375900.0,42.65409469604492
2019-07-09,48.25,47.75,48.0,47.75,39812400.0,42.21208190917969
2019-07-10,48.5,47.75,48.0,48.25,56289300.0,42.65409469604492
2019-07-11,48.75,48.25,48.5,48.25,47516200.0,42.65409469604492
2019-07-12,48.5,47.75,48.5,47.75,52101300.0,42.21208190917969
2019-07-15,48.5,47.5,47.75,47.75,52288400.0,42.21208190917969
2019-07-17,48.25,47.5,47.75,48.0,40867000.0,42.43309020996094
2019-07-18,48.0,47.5,47.75,47.75,42921300.0,42.21208190917969
2019-07-19,48.0,47.5,48.0,47.75,32629400.0,42.21208190917969
2019-07-22,48.0,47.5,47.5,47.75,34406000.0,42.21208190917969
2019-07-23,48.0,47.5,48.0,47.75,21060200.0,42.21208190917969
2019-07-24,48.0,47.25,47.75,47.75,34429900.0,42.21208190917969
2019-07-25,48.0,47.5,47.75,47.75,20087500.0,42.21208190917969
2019-07-26,47.75,47.0,47.5,47.25,41728200.0,41.77006912231445
2019-07-30,47.5,47.0,47.25,47.25,23789900.0,41.77006912231445
2019-07-31,47.5,47.0,47.0,47.25,34634400.0,41.77006912231445
2019-08-01,47.25,46.75,47.0,47.25,25010600.0,41.77006912231445
2019-08-02,46.75,45.75,46.75,46.0,109691800.0,40.6650390625
2019-08-05,46.5,45.75,46.0,45.75,54457300.0,40.444034576416016
2019-08-06,45.75,45.25,45.25,45.5,63979300.0,40.223026275634766
2019-08-07,45.75,45.0,45.5,45.0,61688200.0,39.78101348876953
2019-08-08,45.25,44.0,45.0,44.25,89147100.0,39.11800003051758
2019-08-09,44.75,44.0,44.25,44.25,40806300.0,39.11800003051758
2019-08-13,44.25,42.5,44.0,43.0,101437800.0,38.01297378540039
2019-08-14,44.0,43.0,43.5,43.25,84574000.0,38.23398208618164
2019-08-15,43.25,42.0,42.75,42.25,99627300.0,37.34995651245117
2019-08-16,43.0,42.25,42.5,42.75,43127600.0,37.791969299316406
2019-08-19,43.5,42.75,43.0,43.25,47577500.0,38.23398208618164
2019-08-20,43.5,42.5,43.5,42.75,33490200.0,37.791969299316406
2019-08-21,43.5,42.75,43.0,43.0,29780800.0,38.01297378540039
2019-08-22,42.75,42.0,42.5,42.25,83616100.0,37.34995651245117
2019-08-23,42.75,42.25,42.5,42.5,20612900.0,37.57096481323242
2019-08-26,42.0,41.0,41.75,41.0,88299000.0,36.24492263793945
2019-08-27,41.5,40.75,41.25,40.75,80169300.0,36.023921966552734
2019-08-28,41.25,40.75,41.0,41.0,28287600.0,36.24492263793945
2019-08-29,43.5,41.0,41.25,43.25,109703100.0,38.23398208618164
2019-08-30,44.5,43.5,43.75,44.25,94049500.0,39.11800003051758
2019-09-02,44.25,43.5,44.0,43.5,48614200.0,38.454978942871094
2019-09-03,43.75,42.75,43.5,42.75,46176100.0,37.791969299316406
2019-09-04,43.75,42.75,43.25,43.5,45669600.0,38.454978942871094
2019-09-05,44.5,44.0,44.25,44.25,51698600.0,39.11800003051758
2019-09-06,44.75,44.25,44.5,44.5,29316600.0,39.33900833129883
2019-09-09,45.0,44.25,44.5,45.0,33094400.0,39.78101348876953
2019-09-10,45.5,45.0,45.25,45.5,44756700.0,40.223026275634766
2019-09-11,45.75,45.0,45.25,45.75,43756200.0,40.444034576416016
2019-09-12,46.25,45.5,45.75,45.5,37933400.0,40.223026275634766
2019-09-13,45.75,45.25,45.5,45.5,37103000.0,40.223026275634766
2019-09-16,47.25,46.75,46.75,47.0,109572700.0,41.54906463623047
2019-09-17,47.75,47.0,47.25,47.25,83573700.0,41.77006912231445
2019-09-18,46.75,45.5,46.5,45.75,91383800.0,40.444034576416016
2019-09-19,45.75,45.0,45.5,45.25,46595800.0,40.00202560424805
2019-09-20,45.75,44.75,45.0,45.5,72291500.0,40.223026275634766
2019-09-23,46.0,45.0,45.5,45.75,43060500.0,40.444034576416016
2019-09-24,46.5,45.75,45.75,46.25,39281300.0,40.886043548583984
2019-09-25,46.0,45.5,45.75,46.0,38430600.0,40.6650390625
2019-09-26,46.5,46.0,46.0,46.0,41834400.0,40.6650390625
2019-09-27,46.25,45.75,46.0,46.0,42434900.0,40.6650390625
2019-09-30,46.25,45.75,46.25,46.25,48000500.0,40.886043548583984
2019-10-01,46.0,45.5,46.0,45.75,35882000.0,40.444034576416016
2019-10-02,45.75,45.25,45.5,45.75,41306600.0,40.444034576416016
2019-10-03,45.75,45.25,45.5,45.5,51159300.0,40.223026275634766
2019-10-04,46.0,45.5,45.75,45.75,18036800.0,40.444034576416016
2019-10-07,46.0,45.5,45.75,46.0,24833700.0,40.6650390625
2019-10-08,46.5,45.75,46.25,45.75,25986400.0,40.444034576416016
2019-10-09,46.0,45.5,46.0,45.75,28119300.0,40.444034576416016
2019-10-10,45.25,44.5,45.0,44.5,44578000.0,40.128421783447266
2019-10-11,45.75,44.5,44.5,45.25,49071300.0,40.80474090576172
2019-10-15,45.75,44.75,45.25,45.0,31686200.0,40.57929992675781
2019-10-16,45.5,44.5,45.0,45.0,33940300.0,40.57929992675781
2019-10-17,45.25,44.25,45.0,44.25,41839500.0,39.90298080444336
2019-10-18,44.75,44.0,44.25,44.5,25782300.0,40.128421783447266
2019-10-21,44.75,44.0,44.5,44.25,21384300.0,39.90298080444336
2019-10-22,45.0,44.25,44.5,44.75,15780100.0,40.353858947753906
2019-10-24,45.25,44.25,45.25,44.75,41726700.0,40.353858947753906
2019-10-25,45.0,44.25,44.75,44.5,27856900.0,40.128421783447266
2019-10-28,44.75,44.25,44.5,44.5,23898200.0,40.128421783447266
2019-10-29,45.0,44.25,44.75,44.5,28255100.0,40.128421783447266
2019-10-30,45.75,44.25,44.5,45.5,59666100.0,41.03017807006836
2019-10-31,46.0,45.0,45.75,45.25,61242200.0,40.80474090576172
2019-11-01,45.5,44.75,45.25,45.25,30744800.0,40.80474090576172
2019-11-04,45.75,44.75,45.5,45.5,58485500.0,41.03017807006836
2019-11-05,46.0,45.5,46.0,45.75,54410800.0,41.25562286376953
2019-11-06,46.0,45.25,45.75,45.5,51214200.0,41.03017807006836
2019-11-07,46.25,45.0,45.25,46.0,80378200.0,41.48106384277344
2019-11-08,46.25,45.25,46.0,45.5,66256800.0,41.03017807006836
2019-11-11,45.75,45.0,45.25,45.25,45495600.0,40.80474090576172
2019-11-12,45.75,45.0,45.5,45.25,36738100.0,40.80474090576172
2019-11-13,45.25,45.0,45.0,45.25,19448300.0,40.80474090576172
2019-11-14,45.25,44.75,45.25,44.75,48616100.0,40.353858947753906
2019-11-15,45.0,44.5,45.0,44.75,28837900.0,40.353858947753906
2019-11-18,45.0,44.5,44.75,44.5,43191600.0,40.128421783447266
2019-11-19,44.5,43.25,44.5,43.75,96012900.0,39.45209884643555
2019-11-20,43.5,42.75,43.5,43.0,63434600.0,38.77577590942383
2019-11-21,43.25,42.75,43.25,43.25,39145000.0,39.001216888427734
2019-11-22,43.5,43.0,43.25,43.25,14441700.0,39.001216888427734
2019-11-25,43.5,43.0,43.5,43.5,38908500.0,39.226654052734375
2019-11-26,44.25,43.25,43.5,43.25,80037300.0,39.001216888427734
2019-11-27,43.75,43.0,43.25,43.5,47384800.0,39.226654052734375
2019-11-28,43.5,43.25,43.5,43.5,12772600.0,39.226654052734375
2019-11-29,43.75,43.0,43.25,43.25,43033900.0,39.001216888427734
2019-12-02,43.25,42.5,43.25,42.5,51835600.0,38.32489776611328
2019-12-03,42.5,41.75,42.5,41.75,50405700.0,37.64857482910156
2019-12-04,43.0,41.25,41.5,42.25,44312600.0,38.09945297241211
2019-12-06,42.75,42.0,42.25,42.0,34376400.0,37.87401580810547
2019-12-09,42.75,42.0,42.5,42.25,26918700.0,38.09945297241211
2019-12-11,42.5,41.5,42.5,42.0,61259700.0,37.87401580810547
2019-12-12,43.25,42.25,42.25,42.75,48892000.0,38.55033493041992
2019-12-13,44.75,44.0,44.25,44.0,61368700.0,39.67753601074219
2019-12-16,44.25,43.5,44.25,43.5,47295200.0,39.226654052734375
2019-12-17,44.25,43.25,43.75,43.75,41898500.0,39.45209884643555
2019-12-18,44.75,44.0,44.25,44.75,42178000.0,40.353858947753906
2019-12-19,44.5,43.25,44.0,44.25,64486600.0,39.90298080444336
2019-12-20,44.5,43.5,44.25,44.5,59579700.0,40.128421783447266
2019-12-23,45.25,44.25,44.5,44.75,23862100.0,40.353858947753906
2019-12-24,45.0,44.0,45.0,44.25,32913200.0,39.90298080444336
2019-12-25,44.25,43.75,44.25,44.25,11687500.0,39.90298080444336
2019-12-26,44.5,44.25,44.25,44.5,11117700.0,40.128421783447266
2019-12-27,44.75,43.5,44.5,44.25,55385800.0,39.90298080444336
2019-12-30,44.75,44.0,44.25,44.0,33688500.0,39.67753601074219
2020-01-02,45.5,44.0,44.25,45.5,59084700.0,41.03017807006836
2020-01-03,47.0,46.0,46.25,46.5,147370600.0,41.93194580078125
2020-01-06,47.75,46.5,47.25,47.0,91026800.0,42.3828239440918
2020-01-07,47.25,46.25,47.25,47.25,60059600.0,42.6082649230957
2020-01-08,47.75,46.75,47.5,46.75,57759900.0,42.15738296508789
2020-01-09,47.0,45.75,46.25,47.0,52687500.0,42.3828239440918
2020-01-10,47.0,46.0,47.0,46.5,46958400.0,41.93194580078125
2020-01-13,47.0,46.25,46.5,46.5,34881800.0,41.93194580078125
2020-01-14,46.5,45.75,46.0,46.0,33151000.0,41.48106384277344
2020-01-15,46.0,45.5,45.75,45.5,54902500.0,41.03017807006836
2020-01-16,46.0,45.25,45.5,46.0,22148600.0,41.48106384277344
2020-01-17,46.5,45.75,46.0,46.0,35360400.0,41.48106384277344
2020-01-20,46.25,45.75,46.0,46.25,18111800.0,41.706504821777344
2020-01-21,46.75,45.75,46.25,46.5,41680400.0,41.93194580078125
2020-01-22,47.0,46.25,46.75,46.25,27232000.0,41.706504821777344
2020-01-23,46.0,45.25,45.75,45.75,42931800.0,41.25562286376953
2020-01-24,45.75,45.0,45.5,45.25,48022500.0,40.80474090576172
2020-01-27,44.75,43.5,44.75,43.5,81866700.0,39.226654052734375
2020-01-28,44.0,43.25,43.25,43.75,52014600.0,39.45209884643555
2020-01-29,44.0,43.25,44.0,43.5,58874300.0,39.226654052734375
2020-01-30,43.75,43.25,43.5,43.5,15786000.0,39.226654052734375
2020-01-31,43.75,43.0,43.5,43.25,33971300.0,39.001216888427734
2020-02-03,43.25,42.5,43.25,42.75,41357700.0,38.55033493041992
2020-02-04,43.0,42.25,42.75,43.0,48374600.0,38.77577590942383
2020-02-05,43.5,42.5,43.0,43.25,53322800.0,39.001216888427734
2020-02-06,44.25,43.25,43.5,43.75,57822000.0,39.45209884643555
2020-02-07,44.25,43.25,44.0,43.5,38887000.0,39.226654052734375
2020-02-11,43.75,43.0,43.5,43.0,47458700.0,38.77577590942383
2020-02-12,43.5,43.0,43.5,43.25,40596700.0,39.001216888427734
2020-02-13,43.75,43.0,43.25,43.0,30805100.0,38.77577590942383
2020-02-14,43.5,43.0,43.25,43.0,24283500.0,38.77577590942383
2020-02-17,43.25,42.75,43.0,43.0,29068200.0,38.77577590942383
2020-02-18,43.25,42.75,43.0,42.75,19227100.0,38.55033493041992
2020-02-19,44.5,43.0,43.0,44.0,79842400.0,39.67753601074219
2020-02-20,45.0,43.5,44.5,44.75,59181300.0,40.353858947753906
2020-02-21,44.5,43.75,43.75,44.5,45151700.0,40.128421783447266
2020-02-24,44.0,42.75,43.75,42.75,79722500.0,38.55033493041992
2020-02-25,43.25,42.5,42.75,42.5,68580100.0,38.32489776611328
2020-02-26,42.5,41.5,42.25,41.5,91569300.0,37.423133850097656
2020-02-27,42.25,41.0,41.5,41.75,78430600.0,37.64857482910156
2020-02-28,40.75,38.0,40.75,39.0,135415600.0,35.16872787475586
2020-03-02,40.5,39.25,39.5,39.25,131743600.0,35.394168853759766
2020-03-03,40.75,39.75,40.0,40.75,82152500.0,36.74680709838867
2020-03-04,40.0,39.0,39.5,39.5,62206800.0,36.60779571533203
2020-03-05,40.0,39.0,40.0,39.0,52775600.0,36.144405364990234
2020-03-06,38.5,37.5,38.5,37.5,71759400.0,34.75423812866211
2020-03-09,31.5,26.75,26.75,28.0,643782000.0,25.9498291015625
2020-03-10,29.5,28.0,29.0,28.5,325595400.0,26.413219451904297
2020-03-11,30.25,28.5,29.25,29.25,273511400.0,27.10830307006836
2020-03-12,28.0,26.25,27.25,26.5,252899600.0,24.559661865234375
2020-03-13,29.5,23.600000381469727,24.200000762939453,28.0,390830800.0,25.9498291015625
2020-03-16,28.0,26.25,27.0,26.25,168223100.0,24.327964782714844
2020-03-17,27.5,26.0,26.5,26.0,193054600.0,24.096269607543945
2020-03-18,27.25,25.5,26.5,26.5,121063700.0,24.559661865234375
2020-03-19,26.0,24.600000381469727,25.0,25.75,156500700.0,23.864574432373047
2020-03-20,29.5,26.75,27.25,29.5,199378000.0,27.339998245239258
2020-03-23,28.5,26.5,27.0,27.25,166909300.0,25.254745483398438
2020-03-24,29.75,27.75,29.25,29.0,185795900.0,26.87660789489746
2020-03-25,32.75,29.5,30.0,31.25,225148500.0,28.961862564086914
2020-03-26,32.0,30.5,30.75,31.25,142242900.0,28.961862564086914
2020-03-27,31.75,29.5,31.5,30.0,148090400.0,27.803388595581055
2020-03-30,29.0,29.0,29.0,29.0,7500500.0,26.87660789489746
2020-03-31,30.75,29.0,29.0,30.75,113739000.0,28.49847412109375
2020-04-01,31.25,30.0,30.25,30.25,112603400.0,28.03508186340332
2020-04-02,34.5,30.5,30.75,33.75,235135400.0,31.278812408447266
2020-04-03,36.75,34.0,35.5,35.5,267035700.0,32.900672912597656
2020-04-07,38.75,37.0,38.5,38.25,214399300.0,35.449317932128906
2020-04-08,37.5,35.75,37.5,36.0,171353300.0,33.36406707763672
2020-04-09,37.25,35.0,37.0,35.75,155937800.0,33.13236999511719
2020-04-10,36.25,34.5,35.0,36.0,79974300.0,33.36406707763672
2020-04-13,36.0,35.0,35.5,35.75,65183100.0,33.13236999511719
2020-04-14,36.5,35.75,36.25,36.0,79894600.0,33.36406707763672
2020-04-15,36.0,35.0,35.5,35.5,89542500.0,32.900672912597656
2020-04-16,35.25,33.0,35.0,33.25,129900200.0,30.815420150756836
2020-04-17,34.75,33.25,34.5,34.25,122747300.0,31.742198944091797
2020-04-20,35.75,33.75,34.0,35.25,87463700.0,32.668983459472656
2020-04-21,34.75,33.75,34.5,34.0,109237800.0,31.510507583618164
2020-04-22,33.75,32.5,33.25,33.25,145407200.0,30.815420150756836
2020-04-23,34.25,33.5,33.75,33.75,102677100.0,31.278812408447266
2020-04-24,35.0,33.75,34.25,34.0,122083100.0,31.510507583618164
2020-04-27,34.75,33.75,34.75,34.0,52826400.0,31.510507583618164
2020-04-28,34.0,33.0,33.5,33.5,87950300.0,31.047117233276367
2020-04-29,34.25,33.5,34.0,34.0,70051700.0,31.510507583618164
2020-04-30,35.5,34.5,35.0,35.5,182032900.0,32.900672912597656
2020-05-05,35.75,34.5,35.25,35.0,93125700.0,32.43728256225586
2020-05-07,35.25,34.25,35.0,34.25,64787000.0,31.742198944091797
2020-05-08,35.5,34.5,34.75,35.25,68596200.0,32.668983459472656
2020-05-11,36.0,35.25,35.75,35.5,88413800.0,32.900672912597656
2020-05-12,36.25,35.25,35.5,36.25,71991100.0,33.595760345458984
2020-05-13,36.5,35.75,36.0,36.0,49095100.0,33.36406707763672
2020-05-14,35.75,35.0,35.5,35.5,45709300.0,32.900672912597656
2020-05-15,36.0,35.25,35.75,35.5,78668000.0,32.900672912597656
2020-05-18,36.5,36.0,36.0,36.0,77226800.0,33.36406707763672
2020-05-19,37.0,36.5,37.0,36.5,106752100.0,33.82745361328125
2020-05-20,37.0,36.25,36.5,36.75,46700700.0,34.05915069580078
2020-05-21,37.25,36.5,37.0,37.0,47689600.0,34.29084396362305
2020-05-22,36.75,35.5,36.5,35.75,69384300.0,33.13236999511719
2020-05-25,36.5,35.75,35.75,36.25,25186200.0,33.595760345458984
2020-05-26,37.25,36.5,36.75,36.75,47875500.0,34.05915069580078
2020-05-27,36.75,36.0,36.5,36.5,39041200.0,33.82745361328125
2020-05-28,36.75,35.5,36.5,35.5,74678900.0,32.900672912597656
2020-05-29,35.75,35.0,35.5,35.5,92200800.0,32.900672912597656
2020-06-01,36.5,35.75,35.75,36.0,57097800.0,33.36406707763672
2020-06-02,37.0,35.75,36.25,37.0,53305400.0,34.29084396362305
2020-06-04,38.25,37.25,37.75,38.0,112629200.0,35.217628479003906
2020-06-05,40.5,37.5,38.0,39.5,172777600.0,36.60779571533203
2020-06-08,41.5,40.25,40.5,40.75,120902300.0,37.766265869140625
2020-06-09,40.5,38.75,40.25,39.0,116567300.0,36.144405364990234
2020-06-10,39.5,38.5,39.5,39.25,66057000.0,36.3760986328125
2020-06-11,39.25,38.0,39.0,38.5,55341900.0,35.68101501464844
2020-06-12,37.75,36.75,37.25,37.25,93979600.0,34.52254104614258
2020-06-15,37.25,36.0,36.75,36.5,74051700.0,33.82745361328125
2020-06-16,38.5,37.25,37.75,38.0,78565000.0,35.217628479003906
2020-06-17,38.0,37.0,37.5,38.0,77566900.0,35.217628479003906
2020-06-18,38.0,37.0,37.25,37.75,34172200.0,34.985931396484375
2020-06-19,38.25,37.5,38.0,38.25,48335300.0,35.449317932128906
2020-06-22,38.5,37.75,38.0,38.5,43698000.0,35.68101501464844
2020-06-23,38.75,38.25,38.75,38.75,27061200.0,35.91271209716797
2020-06-24,39.0,37.25,39.0,37.5,45653000.0,34.75423812866211
2020-06-25,37.25,36.25,37.0,37.25,50161000.0,34.52254104614258
2020-06-26,38.0,37.0,37.75,37.0,32050100.0,34.29084396362305
2020-06-29,37.5,36.5,36.5,37.25,35798700.0,34.52254104614258
2020-06-30,38.25,37.5,37.75,37.75,48960900.0,34.985931396484375
2020-07-01,38.5,37.5,38.0,38.5,51477700.0,35.68101501464844
2020-07-02,39.75,38.25,38.5,39.0,85892400.0,36.144405364990234
2020-07-03,39.75,38.75,39.25,39.25,45900700.0,36.3760986328125
2020-07-07,41.0,39.75,39.75,40.25,98297800.0,37.302879333496094
2020-07-08,40.5,39.0,40.0,39.5,75150800.0,36.60779571533203
2020-07-09,39.75,39.0,39.5,39.25,52227100.0,36.3760986328125
2020-07-10,39.0,38.0,38.75,38.25,51049000.0,35.449317932128906
2020-07-13,38.75,37.5,38.5,37.5,51480300.0,34.75423812866211
2020-07-14,38.0,37.0,37.25,38.0,33133600.0,35.217628479003906
